post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:Display,attribute_data:Display,attribute:OS,attribute_data:OS,attribute:Processor,attribute_data:Processor,attribute:Rear Camera,attribute_data:Rear Camera,attribute:pa_color,attribute_data:pa_color
200KG Weighing Machine hannison with a spring hook,200kg-weighing-machine-clock,,31236,"<h2>Hanson Round Spring Balance Scale – 200 Kg</h2>
<ul>
 	<li>This heavy duty portable hanging scale can be used for weighing your luggage or any item with a maximum weight of (200kgs). It is a useful tool for home, travel and outdoor activities.</li>
 	<li>It features an easy to read large displays weight in kgs/lbs and combines tare data lock functions. It has a accuracy of 10gm with multiple weighing units in kg/lb. /oz.</li>
 	<li>It can hold automatic reading and indicates over load weighing with auto shut off function</li>
 	<li>Round spring balances</li>
 	<li><strong>Maximum wight 200kg</strong></li>
 	<li>Suspended weighing scale.</li>
</ul>","<h2>Hanson Round Spring Balance Scale – 200 Kg</h2>
<ul>
 	<li>This heavy duty portable hanging scale can be used for weighing your luggage or any item with a maximum weight of (200kgs). It is a useful tool for home, travel and outdoor activities.</li>
 	<li>It features an easy to read large displays weight in kgs/lbs and combines tare data lock functions. It has a accuracy of 10gm with multiple weighing units in kg/lb. /oz.</li>
 	<li>It can hold automatic reading and indicates over load weighing with auto shut off function</li>
 	<li>Round spring balances</li>
 	<li><strong>Maximum wight 200kg</strong></li>
 	<li>Suspended weighing scale.</li>
</ul>",Published,,0,2025-04-04 12:23:06,2,open,,,,no,no,,2500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2025/04/1-2025-04-04T151224.981.jpg ! alt :  ! title : 1 - 2025-04-04T151224.981 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/200kg-weighing-machine-clock/,0,,,,,,,,,,,,,,simple,,Weighing Scales,scale,,,,,,,,,,,,
200kg hanging crane scale with digital display,scale-hanging-weighing-scale-electronic-portable-weight-machine-weigh-upto-200kg-3,,31244,"<h2>Mini Crane Scale 200kg Digital Hanging Scale, Weighing Scale - Hanging Weighing Scale - Electronic Portable Weight Machine for Luggage, Agriculture, Fishing &amp; Scrap (WT-MC200(Orange))</h2>
<ul>
 	<li>Easy to use and carry, Ideal choice for Compact and Sturdy Use</li>
 	<li>Capacity - 200kg, Min-200g , Accuracy -50g</li>
 	<li>High strength engineering plastic shell</li>
 	<li>Tare and Weight Locking Feature</li>
 	<li>You can measure weight in multiple units - Kg, Lb, N</li>
 	<li>Ideal choice for Home, Luggage, Scrap, Industries, Agriculture, and Fishing</li>
 	<li>Note-Always hang the scale on a hook instead of using it in your hand for very accurate writing results</li>
</ul>","<h2>Mini Crane Scale 200kg Digital Hanging Scale, Weighing Scale - Hanging Weighing Scale - Electronic Portable Weight Machine for Luggage, Agriculture, Fishing &amp; Scrap (WT-MC200(Orange))</h2>
<ul>
 	<li>Easy to use and carry, Ideal choice for Compact and Sturdy Use</li>
 	<li>Capacity - 200kg, Min-200g , Accuracy -50g</li>
 	<li>High strength engineering plastic shell</li>
 	<li>Tare and Weight Locking Feature</li>
 	<li>You can measure weight in multiple units - Kg, Lb, N</li>
 	<li>Ideal choice for Home, Luggage, Scrap, Industries, Agriculture, and Fishing</li>
 	<li>Note-Always hang the scale on a hook instead of using it in your hand for very accurate writing results</li>
</ul>",Published,,0,2025-04-04 12:31:59,2,open,,,,no,no,,2200,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2025/04/1-2025-04-04T152634.025.jpg ! alt :  ! title : 1 - 2025-04-04T152634.025 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/scale-hanging-weighing-scale-electronic-portable-weight-machine-weigh-upto-200kg-3/,0,,,,,,,,,,,,,,simple,,Weighing Scales,weighing scales,,,,,,,,,,,,
"Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking with a Bowl",digital-kitchen-weighing-scale-food-weight-machine-for-health-fitness-home-baking-cooking-with-a-bowl-3,,31251,"High Precision Digital Kitchen Scale, your ultimate kitchen companion for precise and accurate measurements. With a measuring range of up to 5kg s and an accuracy of 1g/0.5oz, this multifunctional food scale ensures that your ingredients are measured with utmost precision, making it perfect for all your cooking and baking needs.

Designed for ease of use, this kitchen essentials features an overload prompt function that alerts you when the weight exceeds its capacity, preventing any potential damage to the scale. Its compact size makes it easy to store and use, while its durable stainless steel construction ensures long-lasting performance.

Powered by two AAA/No. 7 batteries, this scale is always ready for use whenever you need it. Its high-definition LED display provides clear and easy-to-read measurements, allowing you to monitor your food weight with precision. Additionally, the unit switch key allows you to easily switch between different measurement units, including grams, ounces, milliliters, carats, kilograms, troy ounces, fluid ounces, and pounds, ensuring versatility and convenience in your kitchen.","High Precision Digital Kitchen Scale, your ultimate kitchen companion for precise and accurate measurements. With a measuring range of up to 5kg s and an accuracy of 1g/0.5oz, this multifunctional food scale ensures that your ingredients are measured with utmost precision, making it perfect for all your cooking and baking needs.

Designed for ease of use, this kitchen essentials features an overload prompt function that alerts you when the weight exceeds its capacity, preventing any potential damage to the scale. Its compact size makes it easy to store and use, while its durable stainless steel construction ensures long-lasting performance.

Powered by two AAA/No. 7 batteries, this scale is always ready for use whenever you need it. Its high-definition LED display provides clear and easy-to-read measurements, allowing you to monitor your food weight with precision. Additionally, the unit switch key allows you to easily switch between different measurement units, including grams, ounces, milliliters, carats, kilograms, troy ounces, fluid ounces, and pounds, ensuring versatility and convenience in your kitchen.",Published,,0,2025-04-04 12:40:02,2,open,,,,no,no,,2500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2025/04/1-2025-04-04T153647.781.jpg ! alt :  ! title : 1 - 2025-04-04T153647.781 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/digital-kitchen-weighing-scale-food-weight-machine-for-health-fitness-home-baking-cooking-with-a-bowl-3/,0,,,,,,,,,,,,,,simple,,Weighing Scales,,,,,,,,,,,,,
A12 Gas Cylinder Digital Weighing scale 150kg,a12-gas-cylinder-digital-weighing-scale-150kg-3,,31263,"Electronic platform scale consist of newly designed steel weighing platform, high-precision shear beam type weighing sensor and intelligent weighing indicator. The product is high accuracy, stable and reliable. It applies to warehouses, workshops, work sites and stores, etc. Accompanied by the slope, can apply to smaller vehicles weighing. The scale is easy to use and versatile with functions of anti-magnetic, anti-jamming and anti-lighting and so on. All products can be matched with printers and large-screen displays.","Electronic platform scale consist of newly designed steel weighing platform, high-precision shear beam type weighing sensor and intelligent weighing indicator. The product is high accuracy, stable and reliable. It applies to warehouses, workshops, work sites and stores, etc. Accompanied by the slope, can apply to smaller vehicles weighing. The scale is easy to use and versatile with functions of anti-magnetic, anti-jamming and anti-lighting and so on. All products can be matched with printers and large-screen displays.",Published,,0,2025-04-04 13:20:01,2,open,,,,no,no,,12500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2025/04/1-2025-04-04T155103.787.jpg ! alt :  ! title : 1 - 2025-04-04T155103.787 ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2025/04/1-2025-04-04T155114.518.jpg ! alt :  ! title : 1 - 2025-04-04T155114.518 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/a12-gas-cylinder-digital-weighing-scale-150kg-3/,0,,,,,,,,,,,,,,simple,,Weighing Scales,,,,,,,,,,,,,
300kg A12 Digital Platform Weighing Machine for gas cylinder,300kg-a12-digital-platform-weighing-machine-with-guard-3,,31267,"Digital Platform Weighing Machine for gas cylinder

This elegantly designed 30<strong>0Kg Heavy Duty</strong> Digital Electronic Computing Platform Scale provides you accurate and precise weight for all of your professional and industrial needs. Built for the long run, this ergonomically designed digital scale will last you for years. Incorporating highly precise sensors, the scale allows you to store prices of up to 6 units with capacities of 300Kg and increments of 50g. An easy to read digital control panel also comes with a light for even more effortless operation in all conditions. The scale can be run either on AC power or through an In Built Rechargeable Battery - which means one can use this anywhere! There was never a better solution for your weighing needs at this handsome a price!

Digital Platform Weighing Machine for gas cylinder
<strong>Specifications</strong>
<ul>
 	<li>Highly accurate and precise sensors</li>
 	<li>Capacity to store up to 7 unit prices</li>
 	<li>Weight, unit price, total price LED display</li>
 	<li>Stainless Steel</li>
 	<li>Runs on built-in 4V rechargeable battery or AC power</li>
 	<li>40 hours continuous use from a single charge</li>
 	<li>Waterproof and oil proof keyboard</li>
 	<li>Extra large stainless stain platform</li>
 	<li>Power tare, zero, low battery, Power indicators</li>
 	<li>Auto-zero tracking: slight shock won't affect zero figures</li>
</ul>","Digital Platform Weighing Machine for gas cylinder

This elegantly designed 30<strong>0Kg Heavy Duty</strong> Digital Electronic Computing Platform Scale provides you accurate and precise weight for all of your professional and industrial needs. Built for the long run, this ergonomically designed digital scale will last you for years. Incorporating highly precise sensors, the scale allows you to store prices of up to 6 units with capacities of 300Kg and increments of 50g. An easy to read digital control panel also comes with a light for even more effortless operation in all conditions. The scale can be run either on AC power or through an In Built Rechargeable Battery - which means one can use this anywhere! There was never a better solution for your weighing needs at this handsome a price!

Digital Platform Weighing Machine for gas cylinder
<strong>Specifications</strong>
<ul>
 	<li>Highly accurate and precise sensors</li>
 	<li>Capacity to store up to 7 unit prices</li>
 	<li>Weight, unit price, total price LED display</li>
 	<li>Stainless Steel</li>
 	<li>Runs on built-in 4V rechargeable battery or AC power</li>
 	<li>40 hours continuous use from a single charge</li>
 	<li>Waterproof and oil proof keyboard</li>
 	<li>Extra large stainless stain platform</li>
 	<li>Power tare, zero, low battery, Power indicators</li>
 	<li>Auto-zero tracking: slight shock won't affect zero figures</li>
</ul>",Published,,0,2025-04-04 13:24:52,2,open,,,,no,no,,14500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2025/04/1-2025-04-04T155103.787.jpg ! alt :  ! title : 1 - 2025-04-04T155103.787 ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2025/04/1-2025-04-04T155114.518-1.jpg ! alt :  ! title : 1 - 2025-04-04T155114.518 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/300kg-a12-digital-platform-weighing-machine-with-guard-3/,0,,,,,,,,,,,,,,simple,,Weighing Scales,,,,,,,,,,,,,
40 Kg Digital Weighing Scale (Without Arm) for butchery,acs-40-kg-digital-weighing-scale-without-arm-2,,31270,"<ul>
 	<li>40Kg weight</li>
 	<li>Digital Scale</li>
 	<li>Easy to Install</li>
 	<li>High Quality</li>
 	<li>No arm</li>
 	<li>Display Type: LED</li>
 	<li>Power Supply: Battery</li>
</ul>","<ul>
 	<li>40Kg weight</li>
 	<li>Digital Scale</li>
 	<li>Easy to Install</li>
 	<li>High Quality</li>
 	<li>No arm</li>
 	<li>Display Type: LED</li>
 	<li>Power Supply: Battery</li>
</ul>",Published,,0,2025-04-07 06:23:32,2,open,,,,no,no,,5300,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2025/01/ACS-40-Kg-Digital-Weighing-Scale-Without-Arm.jpg ! alt :  ! title : ACS-40-Kg-Digital-Weighing-Scale-Without-Arm ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/acs-40-kg-digital-weighing-scale-without-arm-2/,0,,,,,,,,,,,,,,simple,,Weighing Scales,weighing scale,,,,,,,,,,,,
Multifunction Spanner Socket Box Tool Kit Wrench Socket Set 82pc,multifunction-spanner-socket-box-tool-kit-wrench-socket-set-82pc-5,,31360,"<strong>Box Spanner Socket Wrench Set</strong> is Designed for tight and hard-to-reach spaces. This Wrench can take on automotive repair and furniture assembly. It also works well to secure the back nut or bolt while tightening or loosening the front nut or bolt with a socket or combination wrench. They are designed to be versatile enough to tighten and loosen fasteners of various sizes without needing to grab other tools. Made from durable steel with a corrosion-resistant chrome finish, our wrenches will become a permanent staple in your toolbox. Precision-machined for a tight fit, the sliding jaw contact in different spots for smooth operation and less play.

Precisely machined to give a snug fit, making it perfect for bolts and nuts with hexagonal heads. Large jaw fits fasteners in different sizes.
It is made of High-Quality Material, steel with high hardness, large torque, sturdy and durable to use. Chrome-plated surface, anti-rust, anti-corrosion, long service life. It has a nice shape Design therefore easy to force with less effort and more efficiency. It has extensive use purpose, applicable to different requirements. A necessary tool for Automobile, Bicycle repairing or maintenance, tool projects, building, furniture, and more. Purchase this tool and you’ll spend less time fumbling and looking around, and more time fixing things.","<strong>Box Spanner Socket Wrench Set</strong> is Designed for tight and hard-to-reach spaces. This Wrench can take on automotive repair and furniture assembly. It also works well to secure the back nut or bolt while tightening or loosening the front nut or bolt with a socket or combination wrench. They are designed to be versatile enough to tighten and loosen fasteners of various sizes without needing to grab other tools. Made from durable steel with a corrosion-resistant chrome finish, our wrenches will become a permanent staple in your toolbox. Precision-machined for a tight fit, the sliding jaw contact in different spots for smooth operation and less play.

Precisely machined to give a snug fit, making it perfect for bolts and nuts with hexagonal heads. Large jaw fits fasteners in different sizes.
It is made of High-Quality Material, steel with high hardness, large torque, sturdy and durable to use. Chrome-plated surface, anti-rust, anti-corrosion, long service life. It has a nice shape Design therefore easy to force with less effort and more efficiency. It has extensive use purpose, applicable to different requirements. A necessary tool for Automobile, Bicycle repairing or maintenance, tool projects, building, furniture, and more. Purchase this tool and you’ll spend less time fumbling and looking around, and more time fixing things.",Published,,0,2025-05-02 13:09:01,2,open,,,,no,no,,7500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2025/05/1-2025-05-02T160018.533.jpg ! alt :  ! title : 1 - 2025-05-02T160018.533 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/multifunction-spanner-socket-box-tool-kit-wrench-socket-set-82pc-5/,0,,,,,,,,,,,,,,simple,,Toolsets,toolsbox|toolsets,,,,,,,,,,,,
Heavy Duty Cordless Lithium-ion hedge trimmer with Accesories Fence Trimmer Cutter With 2 Batteries,heavy-duty-cordless-lithium-ion-hedge-trimmer-with-accesories-fence-trimmer-cutter-with-2-batteries-5,,31367,"Voltage:
Maximum speed :2800spm
Blade cutting length:460mm
Maximum cutting diameter:18mm
Laser cut blade
Charge volts:220-240V~50/60Hz
With 1pcs 2.0Ah battery pack
With 1pcs charger
With 1pcs safety goggles
With 1pcs knitted &amp; PVC dots gloves
Packed by color box","Voltage:
Maximum speed :2800spm
Blade cutting length:460mm
Maximum cutting diameter:18mm
Laser cut blade
Charge volts:220-240V~50/60Hz
With 1pcs 2.0Ah battery pack
With 1pcs charger
With 1pcs safety goggles
With 1pcs knitted &amp; PVC dots gloves
Packed by color box",Published,,0,2025-05-02 13:27:49,2,open,,,,no,no,,12999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2025/05/1-2025-05-02T161118.454.jpg ! alt :  ! title : 1 - 2025-05-02T161118.454 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/heavy-duty-cordless-lithium-ion-hedge-trimmer-with-accesories-fence-trimmer-cutter-with-2-batteries-5/,0,,,,,,,,,,,,,,simple,,Batteries,portable hedge trimmer,,,,,,,,,,,,
Mini Electronic Scale Pocket Digital Scale 500g,mini-electronic-scale-pocket-digital-scale-2,,31370,"<div class=""card aim -mtm""><header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Product details</h2>
</header>
<div class=""markup -mhm -pvl -oxa -sc"">

<b>Specifications:</b>

Capacity/ accuracy: 500g

Units: g/ oz/ gn/ ct/ dwt/ ozt

Auto Off: 120 seconds

Backlit: Blue

Item color: Black

Platform size: 7.5 * 6.4cm/ 3 * 2.5in

Item size: 12.8 * 7.7 * 2.0cm/ 5.04 * 3.03 * 0.8in

Item weight: 111g/ 3.9oz

Package weight: 139g/ 4.9oz

<b>Feather</b>
<ul>
 	<li>Guaranteed for craftsmanship and quality</li>
 	<li>LCD display with blue back-lit for easy viewing</li>
 	<li>Main body use ABS engineering plastic as main material</li>
 	<li>Automatically lock the reading when data is stable</li>
 	<li>Low power consumption, powered by two AAA batteries(Not Included)</li>
 	<li>Tare function: Press the TARE key to re-zero the scale. Using the function, you can subtract the weight of a container to obtain the weight of just the contents.</li>
 	<li>The scale will automatically switched off when it is in non-use condition in order to save power</li>
 	<li>It is ideal for weighing spice, diamonds, coins, gold, medication, etc.</li>
 	<li>Stainless steel platform,Over-load indicator</li>
 	<li>It is small size and easy to carry, take it anywhere.</li>
 	<li>It offers you multiple weighing modes (g, oz, gn, ct, dwt, ozt), accurate and reliable.</li>
</ul>
Background Light Color: Blue

Display: LCD LCD Screen Size: 3.2 x1.2cm/1.26"" x 0.47""(L x W)

Item Dimensions: 13 x 7.5x 2.5cm/5.04"" x 2.99"" x 0.79(L x W x H)

Weighing Platform Size: 7.5 x 6.3cm/ 2.95"" x 2.48""(L x W )

Quantity:1PC

</div>
</div>
<section class=""card aim -mtm -fs16"">
<div id=""specifications"" class=""hook""></div>
<header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Specifications</h2>
</header>
<div class=""row -pas""><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">KEY FEATURES</h2>
<div class=""markup -pam"">
<ul>
 	<li>Guaranteed for craftsmanship and quality</li>
 	<li>LCD display with blue back-lit for easy viewing</li>
 	<li>Main body use ABS engineering plastic as main material</li>
 	<li>Automatically lock the reading when data is stable</li>
 	<li>Low power consumption, powered by two AAA batteries(Not Included)</li>
 	<li>Tare function: Press the TARE key to re-zero the scale. Using the function, you can subtract the weight of a container to obtain the weight of just the contents.</li>
 	<li>The scale will automatically switched off when it is in non-use condition in order to save power</li>
 	<li>It is ideal for weighing spice, diamonds, coins, gold, medication, etc.</li>
 	<li>Stainless steel platform,Over-load indicator</li>
 	<li>It is small size and easy to carry, take it anywhere.</li>
 	<li>It offers you multiple weighing modes (g, oz, gn, ct, dwt, ozt), accurate and reliable.</li>
</ul>
</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">WHAT’S IN THE BOX</h2>
<div class=""markup -pam"">
<ul>
 	<li>1 x Digital Scale</li>
</ul>
</div>
</div>
</article></div>
</section>",,Published,,0,2025-05-08 09:46:44,2,open,,,,no,no,,2999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-04-17T170402.116.jpg ! alt :  ! title : 1 - 2024-04-17T170402.116 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/mini-electronic-scale-pocket-digital-scale-2/,0,,,,,,,,,,,,,,simple,,Weighing Scales,,,,,,,,,,,,,
Mineral Scale Pocket Digital Scale 500g,mini-electronic-scale-pocket-digital-scale-3,,31372,"<div class=""card aim -mtm""><header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Product details</h2>
</header>
<div class=""markup -mhm -pvl -oxa -sc"">

<b>Specifications:</b>

Capacity/ accuracy: 500g

Units: g/ oz/ gn/ ct/ dwt/ ozt

Auto Off: 120 seconds

Backlit: Blue

Item color: Black

Platform size: 7.5 * 6.4cm/ 3 * 2.5in

Item size: 12.8 * 7.7 * 2.0cm/ 5.04 * 3.03 * 0.8in

Item weight: 111g/ 3.9oz

Package weight: 139g/ 4.9oz

<b>Feather</b>
<ul>
 	<li>Guaranteed for craftsmanship and quality</li>
 	<li>LCD display with blue back-lit for easy viewing</li>
 	<li>Main body use ABS engineering plastic as main material</li>
 	<li>Automatically lock the reading when data is stable</li>
 	<li>Low power consumption, powered by two AAA batteries(Not Included)</li>
 	<li>Tare function: Press the TARE key to re-zero the scale. Using the function, you can subtract the weight of a container to obtain the weight of just the contents.</li>
 	<li>The scale will automatically switched off when it is in non-use condition in order to save power</li>
 	<li>It is ideal for weighing spice, diamonds, coins, gold, medication, etc.</li>
 	<li>Stainless steel platform,Over-load indicator</li>
 	<li>It is small size and easy to carry, take it anywhere.</li>
 	<li>It offers you multiple weighing modes (g, oz, gn, ct, dwt, ozt), accurate and reliable.</li>
</ul>
Background Light Color: Blue

Display: LCD LCD Screen Size: 3.2 x1.2cm/1.26"" x 0.47""(L x W)

Item Dimensions: 13 x 7.5x 2.5cm/5.04"" x 2.99"" x 0.79(L x W x H)

Weighing Platform Size: 7.5 x 6.3cm/ 2.95"" x 2.48""(L x W )

Quantity:1PC

</div>
</div>
<section class=""card aim -mtm -fs16"">
<div id=""specifications"" class=""hook""></div>
<header class=""-pvs -bb"">
<h2 class=""-fs20 -m -phm -pvxs"">Specifications</h2>
</header>
<div class=""row -pas""><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">KEY FEATURES</h2>
<div class=""markup -pam"">
<ul>
 	<li>Guaranteed for craftsmanship and quality</li>
 	<li>LCD display with blue back-lit for easy viewing</li>
 	<li>Main body use ABS engineering plastic as main material</li>
 	<li>Automatically lock the reading when data is stable</li>
 	<li>Low power consumption, powered by two AAA batteries(Not Included)</li>
 	<li>Tare function: Press the TARE key to re-zero the scale. Using the function, you can subtract the weight of a container to obtain the weight of just the contents.</li>
 	<li>The scale will automatically switched off when it is in non-use condition in order to save power</li>
 	<li>It is ideal for weighing spice, diamonds, coins, gold, medication, etc.</li>
 	<li>Stainless steel platform,Over-load indicator</li>
 	<li>It is small size and easy to carry, take it anywhere.</li>
 	<li>It offers you multiple weighing modes (g, oz, gn, ct, dwt, ozt), accurate and reliable.</li>
</ul>
</div>
</div>
</article><article class=""col8 -pvs"">
<div class=""card-b -fh"">
<h2 class=""hdr -upp -fs14 -m -pam"">WHAT’S IN THE BOX</h2>
<div class=""markup -pam"">
<ul>
 	<li>1 x Digital Scale</li>
</ul>
</div>
</div>
</article></div>
</section>",,Published,,0,2025-05-08 09:50:29,2,open,,,,no,no,,2999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2024/11/1-2024-04-17T170402.116.jpg ! alt :  ! title : 1 - 2024-04-17T170402.116 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/mini-electronic-scale-pocket-digital-scale-3/,0,,,,,,,,,,,,,,simple,,Weighing Scales,,,,,,,,,,,,,
200MM Electric Metalic Poly Bag Sealing with Impulse Heat Sealer,200mm-electric-metalic-poly-bag-sealing-with-impulse-heat-sealer,,31378,"Introducing our Impulse Heat Sealer, the ideal solution for sealing plastic poly bags with efficiency and precision. This electric sealing machine ensures the preservation of product quality, minimizing loss and providing a cost-effective sealing option for various containers.","Introducing our Impulse Heat Sealer, the ideal solution for sealing plastic poly bags with efficiency and precision. This electric sealing machine ensures the preservation of product quality, minimizing loss and providing a cost-effective sealing option for various containers.",Published,,0,2025-05-08 10:18:17,2,open,,,,no,no,,4000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2025/05/1-2025-04-21T104158.675.jpg ! alt :  ! title : 1-2025-04-21T104158.675 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/200mm-electric-metalic-poly-bag-sealing-with-impulse-heat-sealer/,0,,,,,,,,,,,,,,simple,,Accessories,sealer machine|sealing machine,,,,,,,,,,,,
Manual Sugarcane Juice Machine Sugar Cane Juicer,manual-sugarcane-juice-machine-sugar-cane-juicer-6,,31388,"Manual Sugarcane Juice Machine Sugar Cane Juicer

📌You can make juice of 2-inch thick sugar cane with this juicing machine. 📌There are three heavy duty steel rollers. So that, you can get the maximum amount of juice from the sugarcane. 📌This sugar cane juicer can produce 50kg juice in an hour. Moreover, this juice extractor has the juicing rate of 60-80%. 📌It is suitable for any place you want to keep it. Therefore, you can use this machine in a hotel or a fruit shop, cold drinks shop. Moreover, you can use this in a school or a park. 📌304 rated stainless steel is the core material of this juicing machine. So it is durable enough to serve you for an extended period. 📌There is a crank pulley on one side that has an attachment with the gears. The pulley is well placed. So, you can make juice easily. Moreover, you would need less effort to make a huge amount of fluids. 📌In this machine, there is ginger pressing super-efficient system. Therefore that separates the dregs automatically. So, you can serve the juice directly after pressing the sugarcane. 📌It contains a tape that makes sure of pure supply. This also maintains that not a single drop of juice is wasting. So, this is an advantage in commercial

Manual Sugarcane Juice Machine Sugar Cane Juicer","Manual Sugarcane Juice Machine Sugar Cane Juicer

Commercial sugarcane juicer

Heavy-duty sugarcane juicer

Tabletop sugarcane juicer
<ul class=""KsbFXc U6u95"" data-processed=""true"">
 	<li data-hveid=""CAoQAA""><span class=""T286Pc"" data-sfc-cp=""""><strong class=""Yjhzub"">Stainless steel sugarcane juicer:</strong> Highlights a hygienic, durable, and rust-proof construction.</span></li>
</ul>
&nbsp;

📌You can make juice of 2-inch thick sugar cane with this juicing machine. 📌There are three heavy duty steel rollers. So that, you can get the maximum amount of juice from the sugarcane. 📌This sugar cane juicer can produce 50kg juice in an hour. Moreover, this juice extractor has the juicing rate of 60-80%. 📌It is suitable for any place you want to keep it. Therefore, you can use this machine in a hotel or a fruit shop, cold drinks shop. Moreover, you can use this in a school or a park. 📌304 rated stainless steel is the core material of this juicing machine. So it is durable enough to serve you for an extended period. 📌There is a crank pulley on one side that has an attachment with the gears. The pulley is well placed. So, you can make juice easily. Moreover, you would need less effort to make a huge amount of fluids. 📌In this machine, there is ginger pressing super-efficient system. Therefore that separates the dregs automatically. So, you can serve the juice directly after pressing the sugarcane. 📌It contains a tape that makes sure of pure supply. This also maintains that not a single drop of juice is wasting. So, this is an advantage in commercial

Manual Sugarcane Juice Machine Sugar Cane Juicer",Published,,0,2025-05-08 13:52:46,2,open,,,,no,no,,25999,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,https://powertoolsplugke.co.ke/wp-content/uploads/2025/05/1-2025-05-02T153842.070.jpg ! alt :  ! title : 1 - 2025-05-02T153842.070 ! desc :  ! caption :  | https://powertoolsplugke.co.ke/wp-content/uploads/2025/05/1-2025-05-02T153849.508.jpg ! alt :  ! title : 1 - 2025-05-02T153849.508 ! desc :  ! caption : ,,https://powertoolsplugke.co.ke/product/manual-sugarcane-juice-machine-sugar-cane-juicer-6/,0,,,,,,,,,,,,,,simple,,Home Appliances,sugarcane extractor|sugarcane juice extractor|Sugarcane juicer|Sugarcane machine|Sugarcane squeeze,,,,,,,,,,,,
